id,full_sq,life_sq,floor,sub_area,preschool_quota,preschool_education_centers_raion,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25_raion,shopping_centers_raion,office_raion,oil_chemistry_raion,railroad_terminal_raion,nuclear_reactor_raion,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,railroad_station_walk_km,railroad_station_walk_min,public_transport_station_km,public_transport_station_min_walk,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_1line,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,theater_km,museum_km,ecology,mosque_count_1000,price_doc
1477,72,53.0,2.0,Mar'ina Roshha,1070.0,1,3068.0,1,0,628.0,3,0,7,4,0,7,16,no,yes,no,1.628186162,1.214875,14.5785,1.214875,0.364454094,1.004648555,1.710915832,0.52043668,0.053847754,2.098173178,25.17807814,0.161986024,1.94383229,10.35189392,1.444362105,3.625128597,4.199791322,5.680731087,no,14.26859982,2.523861804,0.507687034,0.706026615,6.177382066,5.744446969,1.417209844,2.006282829,2.932141854,1.998700041,0.475937913,0.227219379,1.250053657,1.004648555,0.270543101,0.267918176,1.468288793,2.119778669,poor,0,8500000
1478,39,17.0,24.0,Beskudnikovskoe,2757.0,5,7327.0,5,0,165.0,1,0,3,2,0,2,2,no,no,no,2.442745767,1.256181368,15.07417642,1.256181368,0.179027934,0.223967257,2.352110721,0.419686643,0.799385025,2.424883423,29.09860108,0.085658114,1.027897368,4.437427021,8.58036319,11.03339156,11.6446496,13.12445957,no,15.23094343,2.449400892,0.675585798,2.577921752,5.732849157,5.6175252,2.315913772,2.442872328,2.424660147,1.046947512,0.97099868,1.365542913,0.768041534,0.223967257,1.486978461,1.24909626,8.778938091,5.994937286,poor,0,6600000
1479,35,35.0,12.0,Novogireevo,2215.0,4,5824.0,4,0,1015.0,2,0,7,1,0,5,1,no,no,no,1.91679277,1.474807044,12.67873832,1.056561527,0.051038929,0.14333887,1.66567478,0.278547476,0.267808949,2.516993084,30.20391701,0.287232449,3.446789383,2.942383263,5.764379342,8.677620185,9.223245357,10.78632784,no,14.79834921,1.583147729,0.403480725,2.455074618,3.145518638,3.044716645,0.251857827,1.457884269,3.501630689,3.873318983,0.307449461,1.148167883,1.866217233,0.14333887,0.879297956,1.488817342,1.477627367,1.184747488,poor,0,5300000
1480,35,19.0,13.0,Novogireevo,2215.0,4,5824.0,4,0,1015.0,2,0,7,1,0,5,1,no,no,no,1.861349239,1.40483126,14.58307671,1.215256392,0.187291087,0.528502797,0.541022657,0.114137248,1.073450512,0.940932429,11.29118915,0.133998509,1.607982106,0.930192769,7.615010893,10.68091295,11.23023842,12.7986136,no,14.37508667,3.361644002,0.316633781,2.717763956,2.029549004,4.997440503,1.109456289,1.239905174,3.078368151,2.093135169,0.772458207,2.883250364,0.789292863,0.528502797,1.336309611,1.395241537,1.586122653,0.902240928,poor,0,3600000
1481,353,20.0,5.0,Solncevo,3953.0,5,9700.0,5,0,750.0,2,0,4,3,0,5,1,no,no,no,1.461016264,1.021100811,11.80428826,0.983690688,0.693141741,0.492893943,0.509604992,0.282887227,0.26375416,0.347044469,4.164533623,0.100724651,1.208695813,3.050888534,12.98522505,15.70571755,16.87478706,17.74365871,no,11.23605776,2.307186738,0.494747584,0.543968975,3.305048408,9.8025476,4.293671667,3.493096318,7.064891135,6.04175503,1.156839039,0.875551313,0.50543496,0.492893943,2.409432255,2.085883278,9.363533727,5.774920871,good,0,4750000
1482,44,29.0,5.0,Nagatino-Sadovniki,2508.0,4,5254.0,6,0,3855.0,2,0,10,3,0,10,11,no,no,no,2.5004985,1.623226724,19.86497674,1.655414729,0.228766041,0.228081703,0.766723137,0.190046156,0.375998907,2.454199082,29.45038899,0.212929317,2.555151803,10.78314441,2.267133175,5.481837045,7.26263026,7.713711127,no,7.36826861,4.27859702,0.588861361,1.151167313,9.430523728,5.169278781,1.711494197,2.368443425,1.003573754,0.903525348,0.179852462,0.179852462,1.188903952,0.228081703,1.780896167,1.360446266,5.872094846,1.355965399,excellent,0,7250000
1483,37,19.0,7.0,Basmannoe,3240.0,7,7770.0,9,0,562.0,4,2,25,2,0,10,93,no,yes,no,2.55210626,1.910104928,5.292082779,0.441006898,0.494477644,0.078751408,0.583169301,0.465041893,0.379060271,0.606108201,7.27329841,0.184345394,2.212144726,11.76269148,1.851882083,0.153438575,0.536133347,2.255408185,no,6.329247144,2.794408978,0.307413385,3.105230351,3.024347601,4.644238524,0.202864643,1.541405089,0.554347305,1.33895936,0.373974259,0.100272345,1.074971454,0.078751408,0.166056931,0.169742264,1.049204565,1.585016737,excellent,0,9000000
1484,37,18.0,4.0,Juzhnoe Butovo,11926.0,11,24750.0,13,1,,1,0,13,4,0,4,4,no,no,no,1.906883605,0.826696885,9.920362621,0.826696885,0.130494161,0.675701591,1.864137382,0.19494542,1.381991842,2.614649011,31.37578813,0.148620237,1.783442848,5.018347569,18.45043765,21.62426028,22.95439201,23.63771558,no,13.86498056,5.971253307,0.238142634,2.055009746,10.19190757,18.77349473,7.854490559,1.540571582,15.59593863,6.34024357,0.823960867,4.304620605,0.920598273,1.068050067,1.014820115,0.953257364,18.33448086,12.35582846,satisfactory,1,5700000
1485,32,16.0,1.0,Gagarinskoe,748.0,4,7490.0,6,2,,0,0,6,5,0,4,2,no,no,no,2.758228587,1.512379208,18.0836381,1.506969841,0.404354562,0.878790824,1.322131698,0.433929111,1.533596004,3.55471207,42.65654484,0.16545537,1.98546444,8.153796966,2.793365524,5.684814316,6.77675675,7.520749478,no,7.673196183,1.574767473,0.772759502,1.570313819,7.787911283,6.514791031,1.284692686,0.14280374,0.448026245,0.878790824,0.783054756,0.484589409,0.543585626,0.878790824,2.222154949,1.676661186,2.639684083,0.358990957,satisfactory,0,6150000
1486,76,46.0,1.0,Ajeroport,2058.0,3,4975.0,6,1,1020.0,0,1,4,3,0,3,14,no,no,no,2.199255475,1.759404382,19.05892156,1.588243463,0.328682323,0.265175878,1.474555223,0.196204712,0.3911218,4.054054728,48.64865674,0.187216652,2.246599819,8.852223114,3.171625603,5.83111447,6.584393112,7.874709044,no,17.00208529,0.304463571,0.471196644,2.931632298,3.924550307,3.362171132,1.694361435,1.364774612,2.793862506,0.265175878,0.599232918,0.338285297,0.633344373,0.265175878,1.166266485,0.401438787,5.078023944,5.445409633,poor,0,9000000
1487,37,19.0,10.0,Kosino-Uhtomskoe,3848.0,4,8687.0,5,0,,1,0,4,2,0,0,0,no,no,no,2.549719882,1.48470202,17.3387047,1.444892058,0.284669567,0.298908843,0.08795481,0.084585186,0.79878495,3.638663467,43.6639616,0.15612563,1.873507561,3.094546405,11.06249632,14.93426122,15.61926254,17.03005462,no,12.63815276,0.521635329,0.093504356,3.964362135,3.964362135,15.96570842,3.537449973,3.703104777,6.484972008,2.731559705,2.894060441,3.368590672,0.83041242,0.298908843,1.971042422,1.955300373,6.196351866,5.344433653,good,0,5300000
1488,34,19.0,1.0,Akademicheskoe,926.0,6,9501.0,6,0,830.0,4,0,7,0,0,1,10,no,no,yes,1.713209174,1.03507156,12.42085872,1.03507156,0.054127514,0.265290675,1.218431439,0.031930366,0.514210534,2.9038788,34.8465456,0.223913789,2.686965467,9.643339854,1.793154939,4.779438489,6.036409409,6.739183281,no,8.212692565,1.012049011,0.61593863,0.398571075,7.363233235,5.036871461,1.733438008,1.379696053,1.354816502,0.265290675,0.770422284,0.662630802,1.395970126,0.265290675,0.579179987,0.628093366,3.154443048,1.407855279,poor,0,5800000
1489,42,19.0,6.0,Fili Davydkovo,3422.0,5,6974.0,7,1,,2,0,6,0,0,5,1,no,no,no,0.819956815,0.655965455,7.141248714,0.595104059,0.134544412,0.895765993,1.140160741,0.077724829,1.707644908,3.824318982,45.89182779,0.204600283,2.455203397,6.208708978,3.631225634,6.704232746,7.75573213,8.61868958,no,14.92936793,6.619295946,0.299686607,1.840938876,2.997621683,2.309989142,0.717790047,0.786810131,2.898909556,2.405845043,0.349920075,1.741986878,1.978997138,0.895765993,0.901398316,0.649933766,1.599370647,2.91297239,satisfactory,0,8000000
1490,44,27.0,4.0,Ivanovskoe,2697.0,7,9439.0,8,1,,1,0,5,0,0,1,0,no,no,no,3.116004687,1.759654967,20.58949761,1.715791467,0.109532028,0.088305488,1.267133741,0.133889133,1.269905288,3.596745527,43.16094632,0.231729673,2.780756078,1.076240093,8.096347635,10.53735023,11.1295186,12.78924859,no,15.3653681,2.562563395,0.572968002,3.993506764,1.491128591,4.371152892,0.6094366959999999,1.138298239,4.219826507,3.006221381,1.128202092,3.181717095,1.061907625,0.088305488,0.755256152,0.95030507,2.670679539,1.676639222,poor,0,6750000
1491,83,46.0,17.0,Horoshevskoe,2354.0,4,6684.0,4,0,,3,0,14,5,0,10,27,no,no,no,2.060578456,1.207196018,14.48635221,1.207196018,0.429386315,0.29993881,1.529852821,0.348891871,0.063781556,1.916686979,23.00024375,0.059647285,0.715767424,9.56267379,1.22869276,3.956987241,4.816678692,5.986640657,no,20.53819589,1.662980154,1.05364349,2.407656208,1.181125038,2.471364281,1.094748191,0.884401517,1.945401135,0.29993881,0.841369628,0.625390239,1.819032035,0.29993881,0.840887998,0.831903941,4.372385839,3.119250017,poor,0,500000
1492,30,18.0,2.0,Kuz'minki,4547.0,8,10492.0,8,1,,1,0,7,8,0,5,1,no,no,no,2.138160106,1.22892985,12.54979601,1.045816334,0.173505476,0.503475356,2.147148886,0.19064692,0.589890763,2.713047701,32.55657241,0.072324665,0.867895981,3.652147248,4.220841199,8.37070135,9.292465391,10.50313126,no,9.067295974,1.105713202,0.707284772,3.616422275,2.991602947,4.279883977,0.425912565,1.638336306,2.766847647,0.405113828,0.798294636,0.707284772,0.152033017,0.503475356,1.965575917,0.729235856,0.850792394,2.102149983,poor,0,4400000
1493,52,31.0,12.0,Juzhnoe Medvedkovo,2200.0,4,6476.0,4,1,80.0,0,0,4,2,0,3,1,no,no,no,3.783861574,2.766204778,31.9199113,2.659992608,0.092226327,0.615574372,0.807376033,0.200909787,0.713330811,4.466309802,53.59571763,0.081587349,0.979048182,2.878128345,8.928474298,11.07841159,11.7030275,13.1609326,no,6.987148529,2.775041439,0.500906703,3.827487193,1.536157856,4.935987443,2.53011576,3.122439948,3.399041747,1.792248713,0.897269276,1.601041707,1.124850867,0.615574372,1.232828543,1.235918519,7.692350688,5.410338101,good,0,7000000
1494,38,19.0,7.0,Fili Davydkovo,3422.0,5,6974.0,7,1,,2,0,6,0,0,5,1,no,no,no,4.914033058,4.438491107,43.36348783,3.613623986,0.168539477,0.403573363,0.360648436,0.094216215,1.298222415,5.407881063,64.89457276,0.139773319,1.677279827,4.555278612,4.950164371,7.897527942,8.961035059,9.837932765,no,13.58674664,4.359566074,1.076246875,2.752501964,6.75450009,5.198733714,2.37549251,1.241883652,6.845436087,1.874353456,0.415834238,1.140990187,1.132119216,0.668345358,1.77050497,0.814932972,5.356249054,4.195076971,satisfactory,0,7400000
1495,187,120.0,15.0,Troparevo-Nikulino,3587.0,8,11286.0,9,2,,1,1,14,2,0,9,3,no,no,no,4.332290607,1.847374336,19.89855871,1.658213226,0.272783078,0.216604772,0.538212019,0.038888406,1.815137468,4.614290696,55.37148836,0.148756391,1.785076693,1.554439877,9.2554406,11.87981814,13.02074386,13.80241909,no,5.056707318,3.488919077,0.251653864,3.030727918,5.171422418,2.3767661,1.251212226,1.849081846,1.828438412,3.607698881,0.789046669,0.510560506,1.352753059,0.216604772,0.508966276,0.33780293,1.167648344,2.810486671,good,0,25910000
1496,31,19.0,3.0,Zjuzino,3092.0,5,6442.0,5,0,2672.0,0,2,4,2,0,2,2,no,no,no,2.251571513,1.009465337,12.11358405,1.009465337,0.353699403,0.539313349,2.474418392,0.117163179,1.40393233,5.510195563,66.12234675,0.113252758,1.359033092,7.514624133,5.940174505,9.141691739,10.55881141,11.1951706,no,7.847641843,1.298784129,0.741558729,0.718374634,7.560837579,8.36013507,4.009480414,2.525993784,2.381578526,2.270725866,0.306077363,0.306077363,1.016339668,0.539313349,1.477336028,0.649228353,3.38643103,4.892732756,poor,1,5200000
1497,40,,10.0,Severnoe Tushino,4116.0,5,9891.0,5,0,1145.0,3,0,1,2,0,5,0,no,no,no,1.133006576,0.716764802,8.60117763,0.716764802,0.556972914,0.512500127,0.412427716,0.229300937,0.995654906,4.503850032,54.04620038,0.174821044,2.097852527,2.895197172,10.43346651,13.12117509,13.87388432,15.16022466,no,21.45923388,2.031804489,0.366766995,2.355522692,8.239206471,3.773917883,0.324145979,1.663590356,7.521577155,1.099150547,0.375140671,0.366766995,1.120915371,0.512500127,1.381932416,2.46879724,13.60909322,10.88660715,satisfactory,0,6302400
1498,41,25.0,4.0,Ajeroport,2058.0,3,4975.0,6,1,1020.0,0,1,4,3,0,3,14,no,no,no,1.707890526,1.366312432,12.18509252,1.015424376,0.206023371,0.533093895,1.16344717,0.310681914,0.045369056,3.129137522,37.54965026,0.135332758,1.6239931,8.311332233,3.740402656,6.385847245,7.146301873,8.424918501,no,18.02503996,1.829887485,0.575442754,2.538540349,3.531458357,4.257232954,1.308073339,1.122296648,1.59774046,0.533093895,0.687180754,0.231704411,1.0064895,0.765022922,0.894226464,0.318230078,5.973085767,5.93876964,poor,0,1500000
1499,53,31.0,2.0,Presnenskoe,3240.0,7,10602.0,9,0,1940.0,2,1,29,2,3,5,84,no,no,no,1.54761524,1.100177594,12.37481802,1.031234835,0.173716685,0.736051894,0.762308546,0.272280987,1.220507333,1.694275692,20.33130831,0.063501013,0.762012151,12.40890889,1.463309568,1.021071266,1.880207257,3.049114489,no,11.89882274,3.069486545,0.321721162,0.387450607,1.281457556,1.303855522,0.536937089,1.923202521,2.683810323,0.546438039,0.66894304,0.322858605,0.663807795,0.736051894,0.122697103,0.122697103,0.546542089,0.415900218,poor,0,12999999
1500,42,18.0,23.0,Rjazanskij,4266.0,6,8348.0,6,0,,0,0,7,3,0,0,1,no,no,no,2.202571798,1.803577254,21.64292705,1.803577254,0.507215011,0.405678745,1.519550496,0.154228427,0.153793021,2.04209136,24.50509632,0.297912327,3.574947929,5.778994232,2.091756376,6.228782869,7.160898578,8.361153692,no,5.870436122,0.86760283,1.338746513,2.080445545,2.015455715,2.960469989,1.075658754,1.157519121,2.837116477,0.679524963,1.338746513,1.083732622,1.610291956,0.405678745,1.582698799,1.583344548,3.773237417,3.936035133,poor,0,5662144
1501,37,19.0,15.0,Perovo,2232.0,7,7966.0,7,0,1548.0,3,0,13,0,0,2,7,yes,no,no,2.075002065,1.205302026,13.94626038,1.162188365,0.166180323,0.270082241,0.839300506,0.041905489,0.598762302,1.816047981,21.79257578,0.247056882,2.96468258,4.022650545,4.617845309,7.65017551,8.184685785,9.711222263,no,15.74039824,0.822312012,0.401567257,1.694238901,4.449969389,1.382575068,1.404802568,2.243039243,4.443679723,3.476072618,0.632449479,0.604466656,3.021491221,0.270082241,1.999281471,0.571263378,2.419676401,2.225519151,poor,0,6000000
1502,52,30.0,13.0,Vyhino-Zhulebino,7610.0,10,16049.0,11,0,1322.0,3,0,11,11,0,8,1,no,no,no,0.74574601,0.271956593,3.263479114,0.271956593,0.111655556,0.170867716,3.144950009,0.017524713,1.284881587,1.488583421,17.86300105,0.12634584,1.516150075,0.878346741,8.771321462,12.87159645,13.72470403,15.00148032,yes,8.260112038,2.386765715,0.37150363,4.513558044,4.513558044,11.5876677,2.617616892,2.523838784,1.723645561,0.170867716,0.378133412,1.624510928,0.166027075,0.170867716,1.394137531,1.14797811,4.616969719,2.5459832,good,0,7450000
1503,44,28.0,3.0,Veshnjaki,3494.0,6,6766.0,7,0,2078.0,2,0,7,0,0,4,1,no,no,no,3.755413188,2.777878628,33.22548943,2.768790786,0.277336542,0.5647262,0.613287077,0.067045972,1.376584712,1.931767526,23.18121031,0.083511879,1.002142547,1.393449957,6.705263669,10.31111321,10.92387725,12.38370492,no,10.80016295,2.819046162,0.505851872,0.802650473,3.844683581,6.261977928,1.334547093,0.97779987,1.163254667,2.175992802,1.108747838,2.229406694,2.320411241,0.5647262,1.641446944,0.642476222,1.780825536,0.613287077,poor,0,6050000
1504,43,28.0,1.0,Vojkovskoe,1579.0,6,5838.0,8,0,,2,0,5,2,0,5,10,no,no,no,2.304612955,1.498073821,17.51104073,1.459253394,0.17951669,0.422953655,0.852332758,0.22678134,0.448321857,1.443657698,17.32389238,0.266736392,3.200836699,7.389737102,4.952062276,7.625708924,8.377743843,9.668198219,no,20.64650009,1.204461904,0.812296178,3.398753113,2.866704015,3.197301795,0.761657645,1.115869605,1.701951877,0.543549704,0.840553085,0.631853459,0.142100692,0.422953655,1.554153295,0.254211749,8.425600738,6.520369058,poor,0,6700000
1505,44,28.0,2.0,Chertanovo Central'noe,2546.0,5,6009.0,5,0,,0,0,5,3,0,6,2,no,no,no,1.512716975,0.803954428,9.647453141,0.803954428,0.399090149,0.266115975,2.973751936,0.264831186,1.236773992,3.071451549,36.85741859,0.115583645,1.387003734,3.916434572,9.703870007,12.90533829,14.31710249,14.95779907,no,14.51096026,5.08006417,0.756736888,2.931848797,6.777736699,11.19344491,1.209016113,3.790045757,5.799584148,0.511805171,0.60488034,1.13271163,0.426189681,0.266115975,0.918906871,0.685076645,7.034478728,5.401643902,poor,0,6400000
1506,33,17.0,1.0,Chertanovo Severnoe,2881.0,5,6784.0,5,0,,0,0,10,3,0,11,5,no,no,no,2.71967092,1.571083328,14.99294188,1.249411823,0.190103235,0.708759572,3.941654636,0.326301405,1.417977142,4.77088376,57.25060512,0.174568283,2.094819391,5.358337376,8.169656616,11.37104021,12.78060764,13.42228939,no,9.652034554,4.051147041,0.727208909,1.902931669,8.571523137,10.16452778,2.052793362,3.825977121,4.77066702,0.708759572,0.768998841,1.049073368,0.428345753,0.708759572,0.873102554,0.907653582,5.215161096,5.448570568,poor,0,5050000
1507,37,19.0,9.0,Nagornoe,2279.0,4,10027.0,8,1,,3,0,2,2,0,2,6,no,no,no,1.576137074,1.140697688,13.13079005,1.094232504,0.090424718,0.37089431,2.657290408,0.135361328,1.043501232,4.837048222,58.04457866,0.139350182,1.672202179,7.54025731,6.049860682,9.24813145,10.68573666,11.30818429,no,8.523800842,1.313005322,1.108892763,1.404489676,8.236996578,7.963488277,3.815190753,2.816956936,2.0325253,2.100940827,0.68521062,0.697166366,0.614825184,0.488341105,1.354903664,0.460206287,2.477019376,4.658021744,poor,1,7000000
1508,37,23.0,5.0,Gagarinskoe,748.0,4,7490.0,6,2,,0,0,6,5,0,4,2,no,no,no,1.867678745,0.67838007,5.759973305,0.479997775,0.411917186,0.434680307,2.411881869,0.043013222,0.288475717,1.183339136,14.20006963,0.037197859,0.446374306,10.50190933,0.334799341,3.253193785,4.387419127,5.117442112,no,9.041203188,3.04178688,1.286101162,3.159614239,5.061847155,4.162111783,2.456985105,1.729182215,2.433453791,0.600703888,0.66989682,0.560267553,0.391608109,0.434680307,0.799295611,0.810639996,3.849704127,2.114210828,poor,0,7700000
1509,39,21.0,2.0,Altuf'evskoe,857.0,2,3669.0,3,0,,1,0,2,0,0,3,3,no,no,no,2.512922004,2.133287091,25.5994451,2.133287091,0.144124018,0.532887738,1.980851049,0.247519435,0.320261949,3.064816955,36.77780346,0.078797951,0.945575417,2.935799904,9.747948257,11.93688465,12.51194457,14.00186418,no,10.6236581,1.810858859,0.434777969,0.709971022,2.88876804,7.808061906,2.925802403,2.704293082,4.35994971,0.577201993,0.279827701,0.46188396,1.381316631,0.532887738,0.923855028,0.921274052,8.608094879,6.322645394,good,0,6000000
1510,37,19.0,6.0,Fili Davydkovo,3422.0,5,6974.0,7,1,,2,0,6,0,0,5,1,no,no,no,1.089412591,0.30022152,3.602658246,0.30022152,0.383991139,0.717329766,1.700169438,0.18083355,1.999806843,3.35930701,40.31168412,0.333573642,4.002883709,5.837601511,3.855704318,6.90490352,7.940428816,8.811162155,no,15.07128618,7.553607097,0.346178944,1.798223953,3.930189568,3.242557027,1.043661992,1.346402376,3.831477441,2.249478141,0.560238263,1.733913445,2.42226651,0.717329766,1.042372572,0.729722744,2.531938533,3.086616695,satisfactory,0,7300000
1511,76,45.0,7.0,Orehovo-Borisovo Juzhnoe,4792.0,7,11178.0,7,1,,1,0,7,2,0,6,0,no,no,no,2.247358917,1.467610863,17.61133036,1.467610863,0.126681083,0.192723406,3.43088665,0.178916594,0.366035107,7.316727167,87.80072601,0.435153029,5.221836344,0.267142255,12.61096907,15.952163,17.55266908,18.20462791,no,3.183228482,3.053192772,0.865079661,2.471852176,2.12854077,8.747570841,5.238934308,2.075824441,3.143958432,3.085452989,1.013087864,2.699593752,0.516792519,0.192723406,3.317412272,0.566196745,14.86230009,4.461636835,poor,0,2000000
1512,77,46.0,10.0,Troparevo-Nikulino,3587.0,8,11286.0,9,2,,1,1,14,2,0,9,3,no,no,no,2.206476838,1.639879413,9.229230289,0.769102524,0.259036217,0.368402565,1.406151171,0.398133833,2.481888041,4.915139317,58.9816718,0.269933647,3.239203765,3.505133215,7.203229251,9.82141111,10.96204195,11.74482883,no,6.898104162,3.154906521,0.279268992,0.637405128,7.012819261,3.314653115,0.573533462,1.860964337,1.811315066,4.831990321,0.699123761,0.860735948,0.600671092,0.368402565,1.564937255,1.564866619,3.096701209,2.00958254,satisfactory,0,12850000
1513,74,,13.0,Severnoe Tushino,4116.0,5,9891.0,5,0,1145.0,3,0,1,2,0,5,0,no,no,no,1.133006576,0.716764802,8.60117763,0.716764802,0.556972914,0.512500127,0.412427716,0.229300937,0.995654906,4.503850032,54.04620038,0.174821044,2.097852527,2.895197172,10.43346651,13.12117509,13.87388432,15.16022466,no,21.45923388,2.031804489,0.366766995,2.355522692,8.239206471,3.773917883,0.324145979,1.663590356,7.521577155,1.099150547,0.375140671,0.366766995,1.120915371,0.512500127,1.381932416,2.46879724,13.60909322,10.88660715,satisfactory,0,11676000
1514,57,38.0,2.0,Birjulevo Vostochnoe,4519.0,6,10053.0,6,0,30.0,2,0,8,3,0,3,1,no,no,no,8.663157367,9.013143871,71.53210322,5.961008602,0.09441296,0.701454814,1.999632997,0.263734095,1.508531233,0.88401133,10.60813596,0.192912276,2.314947313,0.974686172,13.62480028,16.77120503,18.38523428,18.90968156,no,8.271810624,6.069635843,0.252491145,1.928100947,5.685213282,4.471932034,2.126208206,3.25954864,11.77706062,1.438490768,0.762393317,0.582460541,1.360053563,0.701454814,1.367574564,1.35712616,21.70807041,4.154133986,satisfactory,0,6450000
1515,56,32.0,17.0,Presnenskoe,3240.0,7,10602.0,9,0,1940.0,2,1,29,2,3,5,84,no,no,no,0.562905854,0.35555263,4.266631561,0.35555263,0.136210533,1.658442581,1.660745651,0.365901161,0.122462457,1.211630248,14.53956297,0.07238649,0.868637884,9.547702938,0.7854918,3.919822662,4.804272895,5.833467756,no,17.67147009,2.998257882,0.308542558,2.289415086,4.792998115,2.693928117,2.448385565,1.453204712,2.515083533,2.149238668,0.827171218,0.49841032,1.782864905,1.658442581,0.503364646,1.216205298,3.711194218,2.322734443,poor,0,8300000
1516,45,27.0,7.0,Ochakovo-Matveevskoe,1830.0,2,6484.0,3,0,990.0,0,0,7,3,0,6,4,no,no,no,7.411037381,4.79108922,57.49307064,4.79108922,0.177251292,0.298395719,1.679658691,0.136670665,1.349715014,0.660392296,7.924707557,0.148227151,1.778725811,4.030009599,5.364810611,8.074469833,9.223320103,10.10447121,no,11.5140081,0.550310276,0.452338015,4.241619038,7.10976548,7.900511245,3.679634709,1.728285104,4.580074714,3.735406973,0.419672425,1.95571757,2.091388715,0.298395719,2.463949731,1.473236299,7.377596046,2.935263901,satisfactory,0,6600000
1517,75,46.0,6.0,Beskudnikovskoe,2757.0,5,7327.0,5,0,165.0,1,0,3,2,0,2,2,no,no,no,3.02702053,1.882176931,22.58612317,1.882176931,0.173592102,0.19504463,1.009946223,0.497221122,0.076307232,1.98152597,23.77831164,0.139199857,1.670398284,3.073456552,9.68023853,12.23261491,12.85826382,14.32640723,no,13.68009959,1.248596966,0.457685944,0.216981259,7.242405351,7.127081394,1.251480757,1.621603449,1.122870951,1.319128868,0.396881069,0.683096669,0.607900368,0.19504463,1.198935798,1.194672806,10.28849429,7.356484399,poor,0,10400000
1518,55,31.0,23.0,Timirjazevskoe,1807.0,4,6217.0,8,0,1340.0,2,0,12,1,0,5,5,no,no,no,1.232548094,0.907683174,6.293721364,0.52447678,0.23830993,0.244569469,1.346795578,0.048863323,0.133227146,0.583379125,7.000549499,0.157075924,1.884911089,10.33863828,2.068940634,4.537686527,5.179423851,6.631895382,yes,18.09879773,1.77525524,0.456936691,1.900323686,4.49372411,3.873096432,0.751806719,0.452203347,2.618051085,0.755530176,0.443172897,0.458478366,0.430073656,0.244569469,0.92810319,1.079128304,2.229506654,2.768928887,poor,0,2000000
1519,58,43.0,6.0,Veshnjaki,3494.0,6,6766.0,7,0,2078.0,2,0,7,0,0,4,1,no,no,no,1.912601208,1.001836803,11.44599301,0.953832751,0.329862131,0.180201445,1.400402304,0.733524508,0.099277385,2.644806317,31.7376758,0.328567005,3.942804058,0.600490741,7.353202213,11.31810823,12.08971392,13.4340785,no,8.397731642,0.973380755,1.307582943,0.149848744,3.459014667,11.72528731,0.963632226,1.629164389,2.244550895,1.980916221,0.594443646,0.393360273,1.170230287,0.180201445,1.786234962,1.202614513,1.770564138,2.386946805,poor,0,7750000
1520,44,30.0,2.0,Tverskoe,1874.0,4,6772.0,4,1,1046.0,3,2,29,16,10,23,141,no,yes,no,1.482746099,1.036567808,13.45906811,1.121589009,1.048961618,0.269716418,0.284299796,0.189089214,2.640802933,3.37871695,40.5446034,0.326034852,3.91241822,13.91781463,4.081282595,2.185333005,0.506919217,0.072896553,no,7.836658044,1.09289653,0.269716418,1.421099479,0.501855865,4.018205464,1.171506135,0.615657645,2.180439629,1.091506532,0.107359506,0.182194269,0.0,0.269716418,0.181896599,0.184681464,2.370384782,0.695250774,excellent,0,6600000
1521,28,15.0,3.0,Golovinskoe,2646.0,4,5396.0,6,0,325.0,2,0,3,2,0,5,9,no,no,yes,1.909387294,1.302326411,13.53819672,1.12818306,0.169497566,0.461394751,0.74069557,0.478908846,0.508785852,3.539789974,42.47747969,0.079007278,0.948087336,4.371906609,8.020377028,10.78941797,11.50011351,12.84574679,no,19.6369843,0.978987237,0.636558484,0.911740213,5.380589949,5.321523129,1.544669055,0.524354458,1.938317442,0.461394751,0.348860426,0.348860426,0.99233438,0.461394751,0.820719943,0.501949369,11.14323068,8.118305394,poor,0,1500000
1522,56,35.0,5.0,Izmajlovo,1313.0,4,4339.0,6,0,645.0,6,0,16,3,0,6,0,no,no,no,1.314852808,0.778118464,9.337421565,0.778118464,0.227492536,0.436987557,3.181000197,0.181814138,0.597660142,5.030638573,60.36766287,0.143237138,1.71884565,3.041191353,7.052008141,9.305868701,10.05219831,11.83926611,no,17.8970891,0.460743704,0.093554506,1.750900603,2.896754169,2.957110685,0.118918168,0.936485757,0.78319227,1.193592359,0.539755601,1.266800021,0.660168145,0.436987557,1.388153443,0.538079308,6.42552363,5.582578754,good,0,8350000
